Date,MMM,AAPL,CAT
2017-09-27,209.48,153.28,124.52
2017-09-28,209.55,154.12,125.23
2017-09-29,209.9,153.81,124.71
2017-10-02,212.76,154.48,124.72
2017-10-03,214.57,153.48,125.51
2017-10-04,216.52,155.39,126.74
2017-10-05,216.37,155.3,126.4
2017-10-06,216.52,155.84,126.93
2017-10-09,216.68,155.9,126.88
2017-10-10,216.75,156.55,128.19
2017-10-11,216.32,156,127.88
2017-10-12,217.59,156.99,129.99
2017-10-13,217.72,159.88,130.71
2017-10-16,218.72,160.47,131.47
2017-10-17,217.75,159.76,130.54
2017-10-18,218.27,155.98,131.29
2017-10-19,219.24,156.25,131.55
2017-10-20,221.32,156.17,131.36
2017-10-23,221.55,157.1,131.68
2017-10-24,234.65,156.41,138.24
2017-10-25,237.68,157.41,136.84
2017-10-26,232.94,163.05,136.94
2017-10-27,234.74,166.72,137.81
2017-10-30,231.02,169.04,136.49
2017-10-31,230.19,166.89,135.8
2017-11-01,230.18,168.11,136.29
2017-11-02,232.23,172.5,136.47
2017-11-03,232.22,174.25,136.63
2017-11-06,230.31,174.81,137.71
2017-11-07,230.05,176.24,138.81
2017-11-08,229.83,175.88,137.29
2017-11-09,228.39,174.67,135.34
2017-11-10,227.45,173.97,136.48
2017-11-13,228.22,171.34,136.53
2017-11-14,229.33,169.08,137.54
2017-11-15,227.4,171.1,134.1
2017-11-16,229.42,170.15,136.36
2017-11-17,229.36,169.98,136.13
2017-11-20,231.49,173.14,136.91
2017-11-21,234.09,174.96,137.6
2017-11-22,231.58,174.97,138.01
2017-11-24,231.38,174.09,137.39
2017-11-27,234,173.07,137.19
2017-11-28,235.63,169.48,138.99
2017-11-29,238.01,171.85,138.06
2017-11-30,243.14,171.05,141.15
2017-12-01,241.15,169.8,141.52
2017-12-04,239.26,169.64,141.5
2017-12-05,238.26,169.01,140.14
2017-12-06,238.67,169.32,140.34
2017-12-07,240.3,169.37,142.89
2017-12-08,238.13,172.67,143.86
2017-12-11,239.3,171.7,143.77
2017-12-12,236.58,172.27,143.42
2017-12-13,239.11,172.22,148.57
2017-12-14,238.08,173.97,146.28
2017-12-15,238,176.42,146.69
2017-12-18,238.42,174.54,149.77
2017-12-19,238.39,174.35,150.91
2017-12-20,236.92,175.01,152.52
2017-12-21,234.78,175.01,154.64
2017-12-22,234.73,170.57,155.75
2017-12-26,235.45,170.6,156.44
2017-12-27,236.2,171.08,157.52
2017-12-28,235.72,169.23,158.42
2017-12-29,235.37,70.44,157.58
